8bronze,Transit Plaza (Ne Platform),1,Illini Union (South Side Shelter),2,Green & Goodwin (Sw Far Side),1,Chemical & Life Sciences,1,Goodwin & Nevada (Nw Corner),1,Goodwin & Gregory (West Side),0.5,Gregory & Dorner (Sw Corner),0.5,Plant Sciences Lab (West Side),1,Pennsylvania at Par (South Side),2,Florida & Busey (Sw Corner),1,Florida & Orchard (Sw Corner),0.33,Orchard Downs North Shelter (West),0.33,Orchard Downs Mid-North (West),0.33,Orchard Downs Mid-South (West),0.33,Orchard Downs South Shelter (West),0.33,George Huff & Race (Sw Corner),0.33,Race & Holmes (West Side),0.5,Race & Mchenry (West Side),0.5,Race at Stone Creek Church (West Side),1,Clark Lindsey Village (South Side),0.5,Windsor & Vine (Ne Far Side),0.5,Vine & Scovill (Se Corner),0.5,Vine & Mchenry (Se Corner),0.5,Vine & Holmes (East Side),0.33,Vine & George Huff (Se Corner),0.33,Vine & Mumford (Se Corner),0.33,Vine & Colorado (Se Corner),0.5,Vine & Burkwood Ct. (Se Corner),0.5,Florida & Vine (Se Corner),0.5,Penn & Vine (Nw Far Side)
12teal,Illinois Terminal (Platform C),1,Logan & First (Sw Corner),1,White & Second (Se Far Side),1,White Street Mid-Block (South Side),1,Wright & Stoughton (Nw Corner),1,Wright & Healey (Nw Corner),2,Illini Union (South Side Shelter),1,Green & Goodwin (Sw Far Side),0.5,Chemical & Life Sciences,0.5,Goodwin & Nevada (Nw Corner),1,Goodwin & Gregory (West Side),0.5,Gregory & Dorner (Sw Corner),0.5,Plant Sciences Lab (West Side),3,Pennsylvania at Par (South Side)
13silver,Par (North Side Shelter),0.5,Penn & Maryland (Se Corner),0.5,Plant Sciences Lab (East Side),0.5,Gregory & Dorner (Se Corner),0.5,Goodwin & Gregory (Ne Corner),1,Gregory at Mumford Hall,1,Gregory at Library (North Side),1,Armory & Wright (Ne Far Side),1,Transit Plaza (Se Platform),1,Illini Union (South Side Shelter),1,Goodwin at Materials Research,0.5,Springfield & Harvey (Sw Corner),0.5,Springfield & Gregory St. (Sw Corner),1,Springfield & Busey (Sw Corner),1,Springfield at Phillips Rec. Ctr (South),1,Springfield & Birch (Sw Corner),2,Lincoln Square Garage South
21raven,Mtd Garage,8,Illini Union (South Side Shelter),1,Green & Goodwin (Sw Far Side),0.5,Chemical & Life Sciences,0.5,Goodwin & Nevada (Nw Corner),1,Goodwin & Gregory (West Side),0.5,Gregory & Dorner (Sw Corner),0.5,Plant Sciences Lab (West Side),1,Penn & Dorner (Nw Corner),2, Far (South Side) ,1,Lincoln & St. Mary's (Nw Corner),1,Lincoln at Japan House (West Side),1,Vet-Med (Basic Science Building)
22illini,Par (North Side Shelter),0.5,Penn & Maryland (Se Corner),2,Lar (East Side),1,Lincoln & Oregon (Se Corner),1,Lincoln & Illinois (Nw Far Side),0.5,Illinois St. Residence Hall (North Side),0.5,Chemical & Life Sciences,1,Goodwin & Nevada (Nw Corner),1,Goodwin & Gregory (West Side),1,Gregory at Mumford Hall,1,Gregory at Library (North Side),1,Fourth & Gregory (Sw Far Side),1,Fourth & Peabody (Nw Corner),1,Arc (North Side),1,First & Stadium (Se Corner),1,First & Gregory (Se Corner),1,First & Armory (Ne Far Side),1,First & Daniel (Se Far Side),1,Third & Daniel (Sw Corner),1,Fourth & Chalmers (Nw Corner),0.5,Fifth & Armory (Sw Corner),0.5,Armory & Wright (Ne Far Side),1,Transit Plaza (Se Platform),2,Illini Union (South Side Shelter),1,Goodwin at Materials Research,2,Goodwin & Main (Se Corner),1,University & Goodwin (Se Corner) ,2,Lincoln & Church (Se Corner),0.5,Fairview & Lincoln (Se Corner),0.5,Lincoln & Wascher (Se Corner),1,Lincoln at Atrium Apts (East Side),1,Lincoln & Bradley (Se Corner),1,Lincoln & Kettering Park (Ne Far Side),1,Lincoln & Killarney (Se Corner)
24link,University & Wright (Se Corner),1,University & Goodwin (Se Far Side),2,University & Lincoln (Sw Far Side),1,Lincoln & Main (Sw Far Side),1,Lincoln & Springfield (Sw Far Side),1,Green & Gregory (Nw Far Side),2,Green & Goodwin (Nw Far Side),1,Illini Union (Island Shelter),0.5,Transit Plaza (Sw Platform),0.5,Wright & Chalmers (Nw Corner),1,Fifth & Armory (Nw Far Side),1,Fourth & Gregory (Sw Far Side),1,Fourth & Peabody (Nw Corner),1,Fourth & Pennsylvania (Nw Corner),1,Fourth & Kirby (Nw Corner),1,Kirby & First (Ne Corner),1,Kirby & Oak (Sw Far Side),0.5,Lot E-14 (South Shelter),0.5,First & St. Mary's (Nw Corner),0.5,First at Ihotel,0.5,First & Hazelwood (Nw Corner),1,First & Gerty (Nw Far Side),1,Oak & Gerty (Nw Far Side),1,Water Survey
